date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:30:35	20323/20323	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202023%2012:30:35%20GMT	https://profilo.xyz/veratti/portfolios?category=58	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/veratti/portfolios4009.html	(from https://profilo.xyz/veratti/portfolio/ecommerce-website/110)
17:30:36	20323/20323	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202023%2012:30:35%20GMT	https://profilo.xyz/veratti/portfolios?category=59	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/veratti/portfolios94ea.html	(from https://profilo.xyz/veratti/portfolio/ecommerce-website/110)
17:30:36	221210/221210	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Nov%202022%2013:55:30%20GMT	https://profilo.xyz/assets/front/img/user/portfolios/60fe6d3ecb2be.jpg	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/img/user/portfolios/60fe6d3ecb2be.jpg	(from https://profilo.xyz/veratti/portfolio/logo-design/111)
17:30:36	264920/264920	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Nov%202022%2013:55:30%20GMT	https://profilo.xyz/assets/front/img/user/portfolios/60fe6d3ed3558.jpg	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/img/user/portfolios/60fe6d3ed3558.jpg	(from https://profilo.xyz/veratti/portfolio/logo-design/111)
17:30:37	221210/221210	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Nov%202022%2013:55:30%20GMT	https://profilo.xyz/assets/front/img/user/portfolios/60fe6d6e37396.jpg	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/img/user/portfolios/60fe6d6e37396.jpg	(from https://profilo.xyz/veratti/portfolio/medical-app/112)
17:30:37	260459/260459	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Nov%202022%2013:55:30%20GMT	https://profilo.xyz/assets/front/img/user/portfolios/60fe6d6e3713e.jpg	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/img/user/portfolios/60fe6d6e3713e.jpg	(from https://profilo.xyz/veratti/portfolio/medical-app/112)
17:30:38	221210/221210	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Nov%202022%2013:55:30%20GMT	https://profilo.xyz/assets/front/img/user/portfolios/60fe6d95cd899.jpg	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/img/user/portfolios/60fe6d95cd899.jpg	(from https://profilo.xyz/veratti/portfolio/taxi-app/113)
17:30:38	260459/260459	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Nov%202022%2013:55:30%20GMT	https://profilo.xyz/assets/front/img/user/portfolios/60fe6d95bf8ad.jpg	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/img/user/portfolios/60fe6d95bf8ad.jpg	(from https://profilo.xyz/veratti/portfolio/taxi-app/113)
17:30:38	221210/221210	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Nov%202022%2013:55:30%20GMT	https://profilo.xyz/assets/front/img/user/portfolios/60fe6dbf19813.jpg	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/img/user/portfolios/60fe6dbf19813.jpg	(from https://profilo.xyz/veratti/portfolio/investment-app-ui/114)
17:30:38	260459/260459	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Nov%202022%2013:55:30%20GMT	https://profilo.xyz/assets/front/img/user/portfolios/60fe6dbf19e6c.jpg	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/img/user/portfolios/60fe6dbf19e6c.jpg	(from https://profilo.xyz/veratti/portfolio/investment-app-ui/114)
17:30:39	221210/221210	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Nov%202022%2013:55:30%20GMT	https://profilo.xyz/assets/front/img/user/portfolios/60fe6df67552b.jpg	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/img/user/portfolios/60fe6df67552b.jpg	(from https://profilo.xyz/veratti/portfolio/qr-menu-maker/115)
17:30:39	264920/264920	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Nov%202022%2013:55:30%20GMT	https://profilo.xyz/assets/front/img/user/portfolios/60fe6df6764c8.jpg	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/img/user/portfolios/60fe6df6764c8.jpg	(from https://profilo.xyz/veratti/portfolio/qr-menu-maker/115)
17:30:42	80102/80102	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2020%20Feb%202023%2012:30:39%20GMT	https://plusagency-2-5.disqus.com/embed.js	C:/Users/Falcon/Desktop/Portfolio/plusagency-2-5.disqus.com/embed.js	(from https://profilo.xyz/veratti/blog/richard-mcclintock,-a-latin-professor-at-hampden-sydney-college/100)
17:30:46	118961/118961	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Nov%202022%2013:55:30%20GMT	https://profilo.xyz/assets/front/img/user/blogs/1641225208.jpg	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/img/user/blogs/1641225208.jpg	(from https://profilo.xyz/veratti/blog/lorem-ipsum-is-simply-dummy-text-of-the-printing/95)
17:30:47	116442/116442	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Nov%202022%2013:55:30%20GMT	https://profilo.xyz/assets/front/img/user/blogs/1641225217.jpg	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/img/user/blogs/1641225217.jpg	(from https://profilo.xyz/veratti/blog/it-is-a-long-established-fact-that-a-reader-will-be-distracted/96)
17:30:47	113354/113354	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Nov%202022%2013:55:30%20GMT	https://profilo.xyz/assets/front/img/user/blogs/1641225225.jpg	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/img/user/blogs/1641225225.jpg	(from https://profilo.xyz/veratti/blog/contrary-to-popular-belief,-lorem-ipsum-is-not-simply/97)
